"CompactOpportunityCardsc__JobCardTitleNoStyleAnchor-sc-dkg8my-12","CompactOpportunityCardsc__JobCardTitleNoStyleAnchor-sc-dkg8my-12 href","CompactOpportunityCardsc__SalaryWrapper-sc-dkg8my-32","TagStyle__TagContentWrapper-sc-r1wv7a-1","TagStyle__TagContentWrapper-sc-r1wv7a-1 2","TagStyle__TagContentWrapper-sc-r1wv7a-1 3","TagStyle__TagContentWrapper-sc-r1wv7a-1 4","TagStyle__TagContentWrapper-sc-r1wv7a-1 5","ThumborImagesc__CustomImage-sc-1uzwahj-0 src","CompactOpportunityCardsc__CompanyLink-sc-dkg8my-14","CompactOpportunityCardsc__CompanyLink-sc-dkg8my-14 href","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 2","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href 2","TypographyStyles__StyledTypography-sc-ro16eu-0","CompactOpportunityCardsc__NotDisclosedMessage-sc-dkg8my-28"
"Nhân viên bán hàng","https://glints.com/vn/opportunities/jobs/nhan-vien-ban-hang/7c727b96-c240-4af0-bb5a-be1b50076284?utm_referrer=explore&traceInfo=13748005078357b4293161645b0f3742","","Việc làm fulltime","Tối thiểu Cử Nhân","Customer Service","Customer Support","+2","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/1ee868a1e2afc767e2dc30468ca127b5.jpg","CÔNG TY TNHH THIẾT BỊ THÔNG MINH O-TECH VIỆT NAM","https://glints.com/vn/companies/cong-ty-tnhh-thiet-bi-thong-minh-o-tech-viet-nam/b0b22d73-f1d6-40c1-b40f-cdb5cd4538e1","Quận Thanh Xuân","https://glints.com/vn/job-location/vietnam/ha-noi/quan-thanh-xuan","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","11 ngày trước","Không công khai"
"Java Developer","https://glints.com/vn/opportunities/jobs/java-developer/46abb970-68b0-4b88-bafd-bbfd19bed403?utm_referrer=explore&traceInfo=13748005078357b4293161645b0f3742","₫ 15-30 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cử Nhân","Web Development","+2","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/837db3fc864efc5b868699f54794c32f.jpg","Công ty Cổ phần Công nghệ SotaTek","https://glints.com/vn/companies/cong-ty-co-phan-cong-nghe-sotatek/f4918f0f-9207-4139-889b-22754cd2163e","Quận Cầu Giấy","https://glints.com/vn/job-location/vietnam/ha-noi/quan-cau-giay","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","12 ngày trước",""
"Kiểm toán nội bộ","https://glints.com/vn/opportunities/jobs/kiem-toan-noi-bo/947e663a-aa23-4d03-ba7f-70495cfa3c2b?utm_referrer=explore&traceInfo=13748005078357b4293161645b0f3742","₫ 15-20 Tr","Việc làm fulltime","3 – 5 năm","Tối thiểu Cử Nhân","IT Audit","+2","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/cd97367272d91a291f7fd1bb391f4988.png","Công ty Cổ phần Công nghệ Prep","https://glints.com/vn/companies/cong-ty-co-phan-cong-nghe-prep/c938e13a-a520-43a5-a4c9-01cc4c251399","Quận Đống Đa","https://glints.com/vn/job-location/vietnam/ha-noi/quan-dong-da","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","12 ngày trước",""
"Business Development Executive (English/Japanese)","https://glints.com/vn/opportunities/jobs/business-development-executive-english-japanese/3052a7a2-115d-4da2-9f33-7c95c4b210a0?utm_referrer=explore&traceInfo=13748005078357b4293161645b0f3742","₫ 10-20 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cử Nhân","English Language","+5","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/dd0b3ac359134639c75766fa6a6c72a2.jpg","SotaTek","https://glints.com/vn/companies/sotatek/48c0bb86-7c5d-4391-8af0-fdc032279471","Quận Cầu Giấy","https://glints.com/vn/job-location/vietnam/ha-noi/quan-cau-giay","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","20 ngày trước",""
"Project Manager (Embedded project)","https://glints.com/vn/opportunities/jobs/project-manager-embedded-project/7ac100c4-d0b5-4af6-b4ea-843123d52cc8?utm_referrer=explore&traceInfo=13748005078357b4293161645b0f3742","₫ 20-40 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cử Nhân","Project Coordination","+6","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/837db3fc864efc5b868699f54794c32f.jpg","Công ty Cổ phần Công nghệ SotaTek","https://glints.com/vn/companies/cong-ty-co-phan-cong-nghe-sotatek/f4918f0f-9207-4139-889b-22754cd2163e","Quận Cầu Giấy","https://glints.com/vn/job-location/vietnam/ha-noi/quan-cau-giay","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","11 ngày trước",""
"Thực tập sinh dựng Video","https://glints.com/vn/opportunities/jobs/thuc-tap-sinh-dung-video/8ce66046-0f78-421a-b741-15d3f019a70a?utm_referrer=explore&traceInfo=13748005078357b4293161645b0f3742","₫ 1-5 Tr","Việc làm bán thời gian","Tối thiểu Cử Nhân","Film & Video Production","Video Editing","+1","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/7a274907a7b3146010731c610487b06f.jpg","Powergate Software","https://glints.com/vn/companies/powergate-software/04032918-6f6d-44ed-a1ee-8f6ff9830884","Quận Cầu Giấy","https://glints.com/vn/job-location/vietnam/ha-noi/quan-cau-giay","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","4 ngày trước",""
"Camp Counselor","https://glints.com/vn/opportunities/jobs/camp-counselor/6680cc2c-7d7c-4b6b-a150-4dd5ef7b2d16?utm_referrer=explore&traceInfo=13748005078357b4293161645b0f3742","","Theo dự án","Tối thiểu Trung Học Phổ Thông","Communication Skills","Teamwork","+1","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/f39c50eb26889e7502f568cb602c5daf.png","Total Education","https://glints.com/vn/companies/total-education/5259176b-98ff-409d-8eb8-6322116d7648","Bắc Từ Liêm","https://glints.com/vn/job-location/vietnam/ha-noi/bac-tu-liem","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","28 ngày trước","Không công khai"
"Backend Developer (All languages)","https://glints.com/vn/opportunities/jobs/backend-developer-all-languages/14345838-f383-4f0c-b61b-635cba54ff7c?utm_referrer=explore&traceInfo=13748005078357b4293161645b0f3742","₫ 30-40 Tr","Hybrid","Việc làm fulltime","3 – 5 năm","Tối thiểu Bằng Liên Kết","+10","https://glints.com/images/default-company-logo.webp","CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN VIỆT NAM GS INDUSTRY","https://glints.com/vn/companies/cong-ty-trach-nhiem-huu-han-mot-thanh-vien-viet-nam-gs-industry/1307feb1-fca6-45b7-b8df-87e18baa524e","Liên Chiểu","https://glints.com/vn/job-location/vietnam/da-nang/lien-chieu","Đà Nẵng","https://glints.com/vn/job-location/vietnam/da-nang","30 ngày trước",""
"Senior Backend Developer","https://glints.com/vn/opportunities/jobs/senior-backend-developer/da5e1277-b185-4cf4-9ca4-3ddcc1b447d9?utm_referrer=explore&traceInfo=13748005078357b4293161645b0f3742","₫ 30-50 Tr","Hybrid","Việc làm fulltime","3 – 5 năm","Tối thiểu Bằng Liên Kết","+10","https://glints.com/images/default-company-logo.webp","CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN VIỆT NAM GS INDUSTRY","https://glints.com/vn/companies/cong-ty-trach-nhiem-huu-han-mot-thanh-vien-viet-nam-gs-industry/1307feb1-fca6-45b7-b8df-87e18baa524e","Liên Chiểu","https://glints.com/vn/job-location/vietnam/da-nang/lien-chieu","Đà Nẵng","https://glints.com/vn/job-location/vietnam/da-nang","30 ngày trước",""
"Embedded Software Engineer/Kỹ Sư Lập Trình Nhúng (Robotics/IoT)","https://glints.com/vn/opportunities/jobs/embedded-software-engineer-ky-su-lap-trinh-nhung-robotics-iot/2b0b5c24-d74c-4e9c-8131-d1dd973be4e5?utm_referrer=explore&traceInfo=13748005078357b4293161645b0f3742","₫ 20-25 Tr","Việc làm fulltime","3 – 5 năm","Tối thiểu Cử Nhân","Embedded Development","+9","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/796dfdf714f21614bab3eaa5b5075910.jpg","Step Up English","https://glints.com/vn/companies/step-up-english/10a0c799-0a62-4252-bd74-87277dbc76f5","Quận Cầu Giấy","https://glints.com/vn/job-location/vietnam/ha-noi/quan-cau-giay","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","27 ngày trước",""
"Business Development","https://glints.com/vn/opportunities/jobs/business-development/bbc5eb2b-c685-49dc-ad13-1706eb3ff15e?utm_referrer=explore&traceInfo=13748005078357b4293161645b0f3742","₫ 20-40 Tr","Việc làm fulltime","3 – 5 năm","Tối thiểu Cử Nhân","Business Development","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/1e245ff931e2b20784bc188a5881864b.jpg","Công ty Cổ Phần SotaTek","https://glints.com/vn/companies/cong-ty-co-phan-sotatek/f614e2df-65c2-427d-8499-915f45d639c9","Quận Hải Châu","https://glints.com/vn/job-location/vietnam/da-nang/quan-hai-chau","Đà Nẵng","https://glints.com/vn/job-location/vietnam/da-nang","5 ngày trước",""
"AI ENGINEER – GEN AI","https://glints.com/vn/opportunities/jobs/ai-engineer-gen-ai/d53845ee-66df-4d37-a7d3-c839fc60e4c2?utm_referrer=explore&traceInfo=13748005078357b4293161645b0f3742","₫ 30-50 Tr","Việc làm fulltime","3 – 5 năm","Tối thiểu Cử Nhân","SQL","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/4ea0c5265faab6dc0e68ec3f43f8d001.jpeg","Viettel Cyber Security","https://glints.com/vn/companies/viettel-cyber-security/7d4ed919-9af9-44a8-8645-86fc53d048fd","Quận Nam Từ Liêm","https://glints.com/vn/job-location/vietnam/ha-noi/quan-nam-tu-liem","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","27 ngày trước",""
"Korean Business Development","https://glints.com/vn/opportunities/jobs/korean-business-development/a4580661-c1fa-4c63-9d6f-c32c172021b3?utm_referrer=explore&traceInfo=13748005078357b4293161645b0f3742","₫ 8-15 Tr","Việc làm fulltime","Tối thiểu Cử Nhân","B2B Sales","Korean Language","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/dd0b3ac359134639c75766fa6a6c72a2.jpg","SotaTek","https://glints.com/vn/companies/sotatek/48c0bb86-7c5d-4391-8af0-fdc032279471","Quận Cầu Giấy","https://glints.com/vn/job-location/vietnam/ha-noi/quan-cau-giay","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","25 ngày trước",""
"Performance Tester","https://glints.com/vn/opportunities/jobs/performance-tester/02ab8190-7a4d-4741-99d7-5ce8926057cb?utm_referrer=explore&traceInfo=13748005078357b4293161645b0f3742","₫ 20-40 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cử Nhân","Microsoft Office","+2","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/4ea0c5265faab6dc0e68ec3f43f8d001.jpeg","Viettel Cyber Security","https://glints.com/vn/companies/viettel-cyber-security/7d4ed919-9af9-44a8-8645-86fc53d048fd","Quận Nam Từ Liêm","https://glints.com/vn/job-location/vietnam/ha-noi/quan-nam-tu-liem","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","26 ngày trước",""
"Chuyên Viên Phân Tích Nghiệp Vụ BA","https://glints.com/vn/opportunities/jobs/chuyen-vien-phan-tich-nghiep-vu-ba/c3bd1829-cd76-4c26-b9f6-48f8e2b8f652?utm_referrer=explore&traceInfo=13748005078357b4293161645b0f3742","₫ 13-18 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cử Nhân","SQL","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/caa2fddb12c2365aeebcd0cec1a1dc1f.png","AN PHÁT HOLDINGS","https://glints.com/vn/companies/an-phat-holdings/4472cc9a-bb84-46a7-9e22-86fd8b0a1302","Quận Cầu Giấy","https://glints.com/vn/job-location/vietnam/ha-noi/quan-cau-giay","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","22 ngày trước",""
"Giáo viên STEM-AI Robotics khu vực Bình Dương Cũ","https://glints.com/vn/opportunities/jobs/giao-vien-stem-ai-robotics-khu-vuc-binh-duong-cu/1c9c7b97-264e-467c-b6fc-821a69d75df6?utm_referrer=explore&traceInfo=13748005078357b4293161645b0f3742","₫ 130-200 N","Việc làm bán thời gian","1 – 3 năm","Tối thiểu Cử Nhân","Python","+7","https://glints.com/images/default-company-logo.webp","Công Ty Cổ Phần Dịch Vụ Giáo Dục EB","https://glints.com/vn/companies/cong-ty-co-phan-dich-vu-giao-duc-eb/880f0fa5-9fac-49a8-a9ad-13cd4352152f","Thủ Dầu Một","https://glints.com/vn/job-location/vietnam/binh-duong/thu-dau-mot","Bình Dương","https://glints.com/vn/job-location/vietnam/binh-duong","1 tháng trước",""
"AI engineer","https://glints.com/vn/opportunities/jobs/ai-engineer/288fdff6-5a5e-4895-96e8-c7d248f40611?utm_referrer=explore&traceInfo=13748005078357b4293161645b0f3742","₫ 20-40 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cử Nhân","LLM","+7","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/796dfdf714f21614bab3eaa5b5075910.jpg","Step Up English","https://glints.com/vn/companies/step-up-english/10a0c799-0a62-4252-bd74-87277dbc76f5","Quận Cầu Giấy","https://glints.com/vn/job-location/vietnam/ha-noi/quan-cau-giay","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","24 ngày trước",""
"SOC Manager","https://glints.com/vn/opportunities/jobs/soc-manager/96be68c0-1bf1-495c-964c-961a8e806a4b?utm_referrer=explore&traceInfo=13748005078357b4293161645b0f3742","₫ 20-40 Tr","Việc làm fulltime","3 – 5 năm","Tối thiểu Cử Nhân","Communication Skills","+2","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/4ea0c5265faab6dc0e68ec3f43f8d001.jpeg","Viettel Cyber Security","https://glints.com/vn/companies/viettel-cyber-security/7d4ed919-9af9-44a8-8645-86fc53d048fd","Quận Nam Từ Liêm","https://glints.com/vn/job-location/vietnam/ha-noi/quan-nam-tu-liem","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","30 ngày trước",""
"Manual Tester (Web-Mobile)","https://glints.com/vn/opportunities/jobs/manual-tester-web-mobile/cb7cb64f-9cc0-42a8-a563-764a00847d88?utm_referrer=explore&traceInfo=13748005078357b4293161645b0f3742","₫ 21-40 Tr","Việc làm fulltime","3 – 5 năm","Tối thiểu Cử Nhân","Communication Skills","+2","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/4ea0c5265faab6dc0e68ec3f43f8d001.jpeg","Viettel Cyber Security","https://glints.com/vn/companies/viettel-cyber-security/7d4ed919-9af9-44a8-8645-86fc53d048fd","Quận Nam Từ Liêm","https://glints.com/vn/job-location/vietnam/ha-noi/quan-nam-tu-liem","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","27 ngày trước",""
"Head of Growth (Sales & Marketing)","https://glints.com/vn/opportunities/jobs/head-of-growth-sales-and-marketing/6553ecf6-4e09-4067-bc9e-0900ecdcfd87?utm_referrer=explore&traceInfo=13748005078357b4293161645b0f3742","₫ 20-45 Tr","Việc làm fulltime","3 – 5 năm","Tối thiểu Cử Nhân","Sales Strategy","+13","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/dd0b3ac359134639c75766fa6a6c72a2.jpg","SotaTek","https://glints.com/vn/companies/sotatek/48c0bb86-7c5d-4391-8af0-fdc032279471","Quận Cầu Giấy","https://glints.com/vn/job-location/vietnam/ha-noi/quan-cau-giay","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","14 ngày trước",""
"Business Analyst","https://glints.com/vn/opportunities/jobs/business-analyst/14d1d3ce-88fd-4b4e-abad-4f27952b1cd9?utm_referrer=explore&traceInfo=13748005078357b4293161645b0f3742","₫ 30-35 Tr","Việc làm fulltime","3 – 5 năm","Tối thiểu Cử Nhân","SQL","+2","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/4fcdc5a7fb89c8d0acd1f9049f839a41.png","FoxTS","https://glints.com/vn/companies/foxts/ba599b89-1953-4f95-86d6-0152a49c1f0f","Quận Thanh Xuân","https://glints.com/vn/job-location/vietnam/ha-noi/quan-thanh-xuan","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","12 ngày trước",""
"Backend Developer (Java Spring Boot)","https://glints.com/vn/opportunities/jobs/backend-developer-java-spring-boot/efdea81d-66c3-4bd7-8851-87d3b5dce4b5?utm_referrer=explore&traceInfo=13748005078357b4293161645b0f3742","₫ 12-20 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Trung Học Cơ Sở","MySQL","+5","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/6cf93816d79f0c00ab2596dd55214d04.jpg","Avis Việt Nam","https://glints.com/vn/companies/avis-viet-nam/12300ae8-3019-4e25-9540-c840e7370db3","Quận Hai Bà Trưng","https://glints.com/vn/job-location/vietnam/ha-noi/quan-hai-ba-trung","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","30 ngày trước",""
"Technical Account Executive","https://glints.com/vn/opportunities/jobs/technical-account-executive/8574d71d-89b9-4d89-818d-92ad8fa298bc?utm_referrer=explore&traceInfo=13748005078357b4293161645b0f3742","₫ 9-25 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cao Đẳng","Client Services","+5","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/79d0b8eff97a01a8c6016707f63ba4bc.jpg","Công ty Cổ phần Innotech Việt Nam","https://glints.com/vn/companies/cong-ty-co-phan-innotech-viet-nam/e3383bb7-7242-4a62-a553-4a74991daf55","Dĩ An","https://glints.com/vn/job-location/vietnam/binh-duong/di-an","Bình Dương","https://glints.com/vn/job-location/vietnam/binh-duong","20 ngày trước",""
"ERP Consultant – Sales","https://glints.com/vn/opportunities/jobs/erp-consultant-sales/ca43fca9-b74d-4793-88f7-243217148ad8?utm_referrer=explore&traceInfo=13748005078357b4293161645b0f3742","₫ 10-30","Việc làm fulltime","1 – 3 năm","Tối thiểu Cao Đẳng","Communication Skills","+2","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/c30e25150e6a0b411a672767cc882e1b.png","Công ty cổ phần Global Solution Technology Viet Nam","https://glints.com/vn/companies/cong-ty-co-phan-global-solution-technology-viet-nam/cee9d610-08fe-4ec6-a11e-6d93cf21b6a9","Hoài Đức","https://glints.com/vn/job-location/vietnam/ha-noi/hoai-duc","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","11 ngày trước",""
"Senior Recruitment Executive","https://glints.com/vn/opportunities/jobs/senior-recruitment-executive/efb49e8b-f468-4520-94f3-2c2a659fa4bb?utm_referrer=explore&traceInfo=13748005078357b4293161645b0f3742","₫ 15-17 Tr","Việc làm fulltime","3 – 5 năm","Tối thiểu Cử Nhân","Recruitment Executive","+2","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/bb65ef625992162a456ce83a01f18b2a.png","Trung tâm anh ngữ Ms Hoa","https://glints.com/vn/companies/trung-tam-anh-ngu-ms-hoa/23aaf504-4b15-47c6-9a2b-c7ace3125997","Quận Cầu Giấy","https://glints.com/vn/job-location/vietnam/ha-noi/quan-cau-giay","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","27 ngày trước",""
"Senior Talent Acquisition","https://glints.com/vn/opportunities/jobs/senior-talent-acquisition/e8a36926-9c34-4222-a8ae-40773a8442df?utm_referrer=explore&traceInfo=13748005078357b4293161645b0f3742","₫ 15-17 Tr","Việc làm fulltime","3 – 5 năm","Tối thiểu Cử Nhân","Talent Acquisition","+2","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/bb65ef625992162a456ce83a01f18b2a.png","Trung tâm anh ngữ Ms Hoa","https://glints.com/vn/companies/trung-tam-anh-ngu-ms-hoa/23aaf504-4b15-47c6-9a2b-c7ace3125997","Quận Cầu Giấy","https://glints.com/vn/job-location/vietnam/ha-noi/quan-cau-giay","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","27 ngày trước",""
"Talent Acquisition (Senior)","https://glints.com/vn/opportunities/jobs/talent-acquisition-senior/9816661e-de2c-435c-8a71-d8546ad2f159?utm_referrer=explore&traceInfo=070dc5d38822e8b1fce90310d3a6dd27","₫ 15-17 Tr","Việc làm fulltime","3 – 5 năm","Tối thiểu Cử Nhân","Recruitment","+2","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/bb65ef625992162a456ce83a01f18b2a.png","Trung tâm anh ngữ Ms Hoa","https://glints.com/vn/companies/trung-tam-anh-ngu-ms-hoa/23aaf504-4b15-47c6-9a2b-c7ace3125997","Quận Cầu Giấy","https://glints.com/vn/job-location/vietnam/ha-noi/quan-cau-giay","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","27 ngày trước",""
"Project Manager (Japan Market)","https://glints.com/vn/opportunities/jobs/project-manager-japan-market/f9a057b9-6d6e-484f-a0a6-5bdd5ce47526?utm_referrer=explore&traceInfo=070dc5d38822e8b1fce90310d3a6dd27","₫ 30-50 Tr","Việc làm fulltime","3 – 5 năm","Tối thiểu Cử Nhân","Project Coordination","+2","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/1e245ff931e2b20784bc188a5881864b.jpg","Công ty Cổ Phần SotaTek","https://glints.com/vn/companies/cong-ty-co-phan-sotatek/f614e2df-65c2-427d-8499-915f45d639c9","Quận Cầu Giấy","https://glints.com/vn/job-location/vietnam/ha-noi/quan-cau-giay","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","18 ngày trước",""
"Head of Sales","https://glints.com/vn/opportunities/jobs/head-of-sales/51ebe55b-8b15-4c81-b0c9-3ebb0fb18e48?utm_referrer=explore&traceInfo=070dc5d38822e8b1fce90310d3a6dd27","₫ 30-50 Tr","Việc làm fulltime","3 – 5 năm","Tối thiểu Cử Nhân","B2B Sales","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/1e245ff931e2b20784bc188a5881864b.jpg","Công ty Cổ Phần SotaTek","https://glints.com/vn/companies/cong-ty-co-phan-sotatek/f614e2df-65c2-427d-8499-915f45d639c9","Quận Cầu Giấy","https://glints.com/vn/job-location/vietnam/ha-noi/quan-cau-giay","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","23 ngày trước",""
